,GSM3319036_Ovary Normal_eHormones,GSM3319036_Ovary Normal_eStromal,GSM3319040_Ovary Normal_eStromal,GSM3319041_Ovary Normal_eHormones,GSM3319041_Ovary Normal_eStromal,GSM3319042_Ovary Normal_eStromal,GSM3319043_Ovary Normal_eHormones,GSM3319043_Ovary Normal_eStromal,GSM3557960_Ovary Normal_eStromal,GSM3557970_Ovary Normal_eStromal,GSM3557971_Ovary Normal_eHormones,GSM3557972_Ovary Normal_eHormones,GSM3557973_Ovary Normal_eHormones,GSM4568674_Fallopian Tube Normal_secretory cell,GSM4568675_Fallopian Tube Normal_ciliated epithelial cell,GSM4568675_Fallopian Tube Normal_secretory cell,GSM4568676_Fallopian Tube Normal_ciliated epithelial cell,GSM4568676_Fallopian Tube Normal_secretory cell,GSM4568677_Fallopian Tube Normal_secretory cell,GSM4568678_Fallopian Tube Normal_ciliated epithelial cell,GSM4568678_Fallopian Tube Normal_secretory cell,GSM4568679_Fallopian Tube Normal_ciliated epithelial cell,GSM4568679_Fallopian Tube Normal_secretory cell,GSM4568681_Fallopian Tube Normal_ciliated epithelial cell,GSM4568681_Fallopian Tube Normal_secretory cell,GSM4568682_Fallopian Tube Normal_ciliated epithelial cell,GSM4568682_Fallopian Tube Normal_secretory cell,GSM4568684_Fallopian Tube Normal_ciliated epithelial cell,GSM4568684_Fallopian Tube Normal_secretory cell,GSM4568685_Fallopian Tube Normal_ciliated epithelial cell,GSM4568685_Fallopian Tube Normal_secretory cell,GSM4675273_Cancer,GSM4675277_Cancer,ov_GSE184880_GSM5599224_Ovary Normal_eHormones,ov_GSE184880_GSM5599225_Cancer,ov_GSE184880_GSM5599226_Cancer,ov_GSE184880_GSM5599230_Cancer,ov_GSE184880_GSM5599231_Cancer,ov_GSE213243_GSM6576367_Cancer,pan_blue_hgstoc_SOL012_Cancer,pan_blueprint_ovary_scrSOL004_Cancer
HDGF,0.359706,0.23519956,0.36772937,0.40576476,0.31785887,0.34956688,0.30685747,0.1685168,0.33209428,0.35575303,0.41152263,0.84450805,0.64088976,0.49314538,1.1941026,0.3533589,1.2019448,0.5593375,0.44597074,1.5132614,0.9910259,1.405273,0.78639877,1.8309971,0.6943064,1.5577368,0.75341326,1.6449441,0.6599775,1.6859206,0.20722584,1.2972935,2.5887883,0.9524912,2.1052625,1.2285706,1.9368716,2.377106,4.254786,0.96787643,1.2632908
LINC01133,0.017170088,0.0,0.016677855,0.014816357,0.0,0.0,0.0110877855,0.0,0.0075928234,0.014465892,0.059227586,0.0,0.03038026,0.5362351,0.39878935,1.3989788,0.5267009,1.0701154,0.5697382,0.2648789,0.5710163,0.27160037,0.75958604,0.3445022,0.68984294,0.3743139,0.84462494,0.16191246,0.60098696,0.39057192,0.8806605,0.15618926,0.0,0.018519744,0.87663656,0.040438622,0.051649693,0.0636462,0.004252677,0.11135881,0.0
NDUFS2,1.5313996,1.0815488,0.90128475,1.377817,0.56440264,0.54834783,1.1752315,0.38464984,0.70797676,0.7137772,1.1267321,1.140326,1.3990513,0.34633407,1.1672814,0.9271124,0.5325021,0.55385983,0.3816194,0.74890304,0.50226235,0.652601,0.5231216,0.75018346,0.52332723,0.7530702,0.5718956,0.5724367,0.58035266,0.91924393,0.80915207,0.853302,1.6954609,1.3364908,0.56536,1.115637,0.85558665,1.1257952,1.4111042,0.79127675,1.6257365
UCK2,0.14400867,0.05644927,0.04322375,0.13557334,0.11400348,0.06464435,0.0909618,0.05624982,0.08258554,0.062481385,0.25138158,0.19262289,0.22912392,0.04533964,0.008363451,0.037463743,0.009699693,0.02299903,0.02212666,0.036224514,0.053568367,0.034734197,0.047059458,0.026495477,0.08329138,0.032791696,0.045321032,0.018053707,0.083812,0.004012058,0.0125714205,0.15535289,0.20978032,0.16460252,0.15963079,0.1324487,0.235905,0.07479337,0.15398233,0.151704,0.29665264
METTL18,0.27284124,0.05498584,0.0,0.24875426,0.031876195,0.06726622,0.25203872,0.052082904,0.081474796,0.12702705,0.23222138,0.18177521,0.26182827,0.038253605,0.0919538,0.048748504,0.01686657,0.038980808,0.10625188,0.0943803,0.011779673,0.13478753,0.030925063,0.04648569,0.069807485,0.12503444,0.11680646,0.04598316,0.037455864,0.0,0.06436428,0.0869521,0.13199817,0.1270246,0.0865816,0.1039573,0.100951575,0.081000194,0.15410835,0.14479978,0.24309196
ADIPOR1,0.13872047,0.4579526,0.44512454,0.42392763,0.4486319,0.44644645,0.25104564,0.4391067,0.6176048,0.61400324,0.24926245,0.33565137,0.49681205,0.25423285,0.9169798,0.59397453,0.6421745,0.31441194,0.2120426,1.2328389,0.5368161,0.82572514,0.30054548,1.1286309,0.405857,0.6906019,0.18996349,1.3744593,0.32160538,0.7934886,0.11296428,0.39772093,0.5996018,0.34558505,0.3953133,0.5325094,0.6256714,0.6041152,0.96706635,0.6234722,1.0140314
CYB5R1,0.25154677,0.08099429,0.09908053,0.05365004,0.026597083,0.022568109,0.114800446,0.018166946,0.06526954,0.076526575,0.12143317,0.13039972,0.15781617,0.2423496,1.2285787,0.32366082,0.9881594,0.111656524,0.24842513,1.1089002,0.25376064,1.7752824,0.11696298,0.98367375,0.14053619,1.4314997,0.22147252,1.3474098,0.14878589,1.1462725,0.2280487,0.43204784,0.4934383,0.124374725,0.27044958,0.39339373,0.3282479,0.4548252,0.62598115,0.5820566,0.265734
CHI3L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0064973775,0.0,0.0,0.0,0.0,0.0,0.0,0.505235,0.103712186,0.40242094,0.01753347,0.15437114,0.26913545,0.043814987,0.4025684,0.005084797,0.17462015,0.03017615,0.6106632,0.020113362,0.40906668,0.03645317,0.47856072,0.039361384,0.52080333,0.9490089,0.39209422,0.0,1.1250128,0.979538,0.22091399,6.1407437,27.595535,0.9755668,0.0
FMOD,0.037140112,0.0061041303,0.015955076,0.0075529027,0.032725614,0.0,0.01406433,0.03626766,0.00555919,0.0040384303,0.0,0.0,0.0,0.30506113,0.034663416,0.5819848,0.032087523,0.28629702,0.74083054,0.03497192,0.51325315,0.012519933,0.30141515,0.01938801,0.58843994,0.020497665,0.24762268,0.010254407,0.40734437,0.0065357685,0.41273332,0.1860434,0.0,0.0594683,0.07922954,0.031991377,0.13287929,0.049341545,0.08520354,0.093221344,0.28990272
SDE2,0.11240262,0.74770004,1.207838,0.2104617,1.1948152,0.95977265,0.113322824,0.82031614,0.86782366,1.0979776,0.10052771,0.17421876,0.13567154,0.17014515,0.17480859,0.055380363,0.33121926,0.22585833,0.24516372,0.18025179,0.16177225,0.1991624,0.32481992,0.1971464,0.17605215,0.11205848,0.20089333,0.47977275,0.21270402,0.24598882,0.24042566,0.117056414,0.23571011,0.1264291,0.11039392,0.12721749,0.22745864,0.2485234,0.21510376,0.07205532,0.08244137
ZNF670,0.099565096,0.2413208,0.23987454,0.037988525,0.26178515,0.3933793,0.08825221,0.6050234,0.45082274,0.3500929,0.036331195,0.056970768,0.02521947,0.052891925,0.022846758,0.013743281,0.02669717,0.048817884,0.035805717,0.020762268,0.05384668,0.04150291,0.12726572,0.035315897,0.0,0.03566074,0.16504757,0.024792148,0.062042776,0.10894048,0.100788884,0.07416147,0.16585003,0.02547252,0.021060567,0.045666106,0.0507366,0.025571851,0.033530958,0.009293853,0.0836462
GDF7,0.71331596,0.103404686,0.0,0.07711572,0.0,0.07190191,0.12856665,0.018166946,0.0,0.0,0.39613244,1.1511753,0.09182211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053781033,0.008466533,0.0,0.0006459138,0.0003918217,0.0,0.0,0.0
CYP1B1,0.004086073,0.022209415,0.06767912,0.004750882,0.0,0.0,0.010048888,0.0,0.024099993,0.04618716,0.0,0.0,0.0,1.982218,0.15868182,1.0127457,0.09494592,0.49970785,0.6001462,0.85014373,4.6540236,0.09342705,1.9337589,0.26409256,2.375645,0.09294156,0.98754233,0.19066207,1.4414665,0.27707258,0.8705345,0.058094304,0.29124108,0.069220625,0.7118465,0.4921898,0.817209,6.0297313,0.43227893,0.28290707,0.13469806
DYNC2LI1,0.33842888,0.33818844,0.4484533,0.35702258,0.39461997,0.20821188,0.41112947,0.30520198,0.57820433,0.50590074,0.52082336,0.22410356,0.67471933,0.25046405,1.5092694,0.5130178,0.9676283,0.27909434,0.4138831,1.3042656,0.47339866,1.7672987,0.3315692,1.522737,0.25898877,1.7853642,0.56987053,1.077354,0.24612856,1.5504736,0.33210856,0.14658743,0.42651993,0.18801329,0.19409426,0.26432747,0.23178738,0.16301015,0.4728099,0.16216947,0.45450023
CCT4,2.5325246,6.3762918,5.747807,2.722014,5.7930756,5.7331285,2.3223288,7.9930515,5.6002483,7.2145357,2.437233,2.1108167,3.4069715,1.0267267,1.593603,1.1014987,1.5441113,1.0376611,0.9762819,1.6717217,1.4708383,1.5783966,1.3262551,1.7305689,1.1591437,1.6320591,1.2958354,1.9792131,1.3591384,1.6844003,1.1811,1.129008,3.1436577,2.2729058,0.74413997,1.5718814,1.4334066,1.0000165,1.3464047,1.0173,2.457677
B3GNT2,0.1445755,0.51585424,1.4168209,0.36925018,1.3605082,1.1595258,0.27557996,1.0046532,1.1783886,1.2305665,0.21511899,0.21520981,0.38784546,0.12258032,0.164109,0.23943956,0.18781526,0.1694381,0.123910904,0.12605369,0.18029965,0.14352238,0.07009626,0.23594114,0.24008204,0.1417325,0.08477585,0.18492256,0.13546926,0.107626095,0.04096476,0.16119532,0.11234057,0.14819653,0.3980943,0.1654343,0.18180037,0.37419513,0.42896464,0.23758726,0.06948041
AC093159.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004558995,0.0,0.0,0.0,0.40927634,0.014939557,0.9594248,0.02778218,0.0,0.72908837,0.06275635,0.506548,0.0,1.0778885,0.077645,0.5714535,0.0043860744,0.79761046,0.0,0.8143572,0.0,0.0,0.0,0.0,0.0010724938,0.0,0.00015305949,0.0050567384,0.0010371485,0.0,0.0
TMEM17,0.059703555,0.0055612293,0.0,0.06200276,0.023054264,0.024962356,0.0858476,0.0,0.06740546,0.121915676,0.01440309,0.036036763,0.08185346,0.021193555,0.13785617,0.046005223,0.23400652,0.046724852,0.016261203,0.17945476,0.0040900363,0.29484805,0.012300655,0.14308411,0.010523921,0.2950568,0.0081158765,0.25368613,0.0,0.19592011,0.05283152,0.031391867,0.06903106,0.0,0.034597717,0.06521721,0.03196674,0.010576757,0.061171442,0.05315539,0.13651954
WDPCP,0.01660967,0.018837295,0.10648126,0.055660352,0.0071460437,0.066573925,0.05371227,0.04553751,0.04089789,0.03662774,0.06761704,0.10262589,0.041325808,0.11333205,0.19222762,0.032964293,0.22594766,0.076556474,0.037903126,0.18761873,0.013169834,0.20002069,0.05720259,0.21898872,0.023624768,0.23074803,0.04743386,0.22095071,0.0043670237,0.25256944,0.008774819,0.13663714,0.09114126,0.048213013,0.15751639,0.052358605,0.09274777,0.09066921,0.124887414,0.055664342,0.23449992
RAB1A,1.446993,4.2805233,1.9820961,1.3228682,1.9667621,2.2459178,1.7908065,3.4947627,2.827719,3.0393405,1.5070857,1.3743182,1.4316349,0.93617433,1.8380839,1.5828989,1.0889748,0.81214535,0.70730525,1.5570369,1.803734,1.3435429,0.9351333,1.2819016,1.802678,1.1915764,1.5803767,1.8276478,1.8994883,1.3870802,1.7289183,1.3675596,2.7059953,1.8166388,0.87647754,1.0183719,1.1581182,0.9176179,0.83465904,1.4771422,1.4447275
EGR4,0.21927002,0.7111928,3.2222884,0.11168676,2.0972788,1.5767387,0.16822319,1.3707114,6.3841925,4.5926375,0.011636774,0.043000173,0.043594845,0.037037894,0.0,0.008171117,0.0,0.0,0.0,0.002680112,0.0,0.0,0.019699447,0.0,0.0,0.0,0.0,0.0,0.016190728,0.0,0.0,0.011644911,0.0,0.0,0.0057541705,0.0905113,0.049595825,0.074797235,0.0020069892,0.0,0.0
TMSB10,56.982002,41.73555,53.703278,117.705124,54.27903,65.56844,139.78766,52.386074,53.90828,46.529156,106.075615,128.56349,87.123146,14.215497,89.61544,46.763786,34.030235,19.653727,17.739227,15.714703,24.6113,11.336615,13.190242,21.12164,35.217094,10.142042,12.896027,25.205212,49.078354,19.934431,24.436409,14.085165,44.960754,126.12672,22.5203,73.664345,31.700237,35.59548,34.261524,46.80748,69.39586
ST3GAL5,0.24760218,0.069429986,0.13090286,0.4934836,0.16251881,0.059824582,0.23208322,0.062330045,0.29815003,0.16747294,0.34034958,0.22576344,0.65801305,0.06566459,0.052018672,0.061514057,0.08151613,0.13573892,0.04694576,0.08534065,0.019584551,0.096018255,0.028721606,0.10369592,0.034908857,0.10141558,0.017342256,0.13101213,0.09941339,0.118847445,0.01810878,0.13425758,0.0,0.38952962,0.051517397,0.023928987,0.057795204,0.10760793,0.052400075,0.046382826,0.11252675
ZNF514,0.37249702,0.042414635,0.07810471,0.12130281,0.015411446,0.01889226,0.18796234,0.09290254,0.039709013,0.06644812,0.22549985,0.22355935,0.23171125,0.122301884,0.13036245,0.06953878,0.093292475,0.08962731,0.06633949,0.10626885,0.16902077,0.105320506,0.10671565,0.09505231,0.04391246,0.0830048,0.08544902,0.10235527,0.026524132,0.004012058,0.101030186,0.0639986,0.047161594,0.13281932,0.22794248,0.23337284,0.2549936,0.07165263,0.25296885,0.08428009,0.17590098
